Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"4,158",100%
Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"2,986",72%
Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,144,3%
Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,036",25%
Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,894,22%
Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,142,3%
Indiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,806,19%
Indiana,blank,blank,blank,blank
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,239",100%
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"2,986",92%
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,25,1%
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,228,7%
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,205,6%
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,23,1%
Indiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,155,5%
Indiana,blank,blank,blank,blank
Indiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,919,NA
Indiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,119,NA
Indiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,808,NA
Indiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,689,NA
Indiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,119,NA
Indiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,651,NA
Iowa,blank,blank,blank,blank
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"4,401",100%
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"2,912",66%
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,82,2%
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,412",32%
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,103",25%
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,309,7%
Iowa,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,914,21%
Iowa,blank,blank,blank,blank
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,808",100%
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"2,912",76%
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,30,1%
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,866,23%
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,664,17%
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,202,5%
Iowa,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,496,13%
Iowa,blank,blank,blank,blank
Iowa,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,593,NA
Iowa,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,52,NA
Iowa,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,546,NA
Iowa,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,439,NA
Iowa,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,107,NA
Iowa,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,418,NA
Kansas,blank,blank,blank,blank
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"6,675",100%
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"5,024",75%
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,128,2%
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,524",23%
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,221",18%
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,303,5%
Kansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"1,061",16%
Kansas,blank,blank,blank,blank
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"5,597",100%
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"5,024",90%
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,38,1%
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,536,10%
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,390,7%
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,146,3%
Kansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,311,6%
Kansas,blank,blank,blank,blank
Kansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"1,078",NA
Kansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,90,NA
Kansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,988,NA
Kansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,831,NA
Kansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,157,NA
Kansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,750,NA
Louisiana,blank,blank,blank,blank
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,895",100%
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"3,485",89%
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,85,2%
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,335,9%
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,289,7%
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,46,1%
Louisiana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,269,7%
Louisiana,blank,blank,blank,blank
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,629",100%
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"3,485",96%
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,21,1%
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,125,3%
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,113,3%
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,12,0%
Louisiana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,92,3%
Louisiana,blank,blank,blank,blank
Louisiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,266,NA
Louisiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,64,NA
Louisiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,210,NA
Louisiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,176,NA
Louisiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,34,NA
Louisiana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,177,NA
Michigan,blank,blank,blank,blank
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"2,338",100%
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"1,713",73%
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,120,5%
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,523,22%
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,415,18%
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,108,5%
Michigan,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,425,18%
Michigan,blank,blank,blank,blank
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"1,898",100%
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"1,713",90%
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,37,2%
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,153,8%
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,110,6%
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,43,2%
Michigan,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,107,6%
Michigan,blank,blank,blank,blank
Michigan,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,440,NA
Michigan,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,83,NA
Michigan,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,370,NA
Michigan,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,305,NA
Michigan,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,65,NA
Michigan,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,318,NA
Mississippi,blank,blank,blank,blank
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"2,237",100%
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"1,836",82%
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,43,2%
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,361,16%
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,287,13%
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,74,3%
Mississippi,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,273,12%
Mississippi,blank,blank,blank,blank
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"2,012",100%
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"1,836",91%
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,11,1%
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,166,8%
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,133,7%
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,33,2%
Mississippi,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,120,6%
Mississippi,blank,blank,blank,blank
Mississippi,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,225,NA
Mississippi,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,32,NA
Mississippi,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,195,NA
Mississippi,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,154,NA
Mississippi,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,41,NA
Mississippi,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,153,NA
Missouri,blank,blank,blank,blank
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"1,527",100%
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,380,25%
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,358,23%
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,839,55%
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,670,44%
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,169,11%
Missouri,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,724,47%
Missouri,blank,blank,blank,blank
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,451,100%
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,380,84%
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,14,3%
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,58,13%
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,46,10%
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,12,3%
Missouri,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,46,10%
Missouri,blank,blank,blank,blank
Missouri,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"1,076",NA
Missouri,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,344,NA
Missouri,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,781,NA
Missouri,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,624,NA
Missouri,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,157,NA
Missouri,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,678,NA
Montana,blank,blank,blank,blank
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,833,100%
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,584,70%
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,99,12%
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,152,18%
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,122,15%
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,30,4%
Montana,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,107,13%
Montana,blank,blank,blank,blank
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,654,100%
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,584,89%
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,21,3%
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,51,8%
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,42,6%
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,9,1%
Montana,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,34,5%
Montana,blank,blank,blank,blank
Montana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,179,NA
Montana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,78,NA
Montana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,101,NA
Montana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,80,NA
Montana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,21,NA
Montana,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,73,NA
Nebraska,blank,blank,blank,blank
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,411",100%
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"3,162",93%
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,31,1%
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,224,7%
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,191,6%
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,33,1%
Nebraska,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,164,5%
Nebraska,blank,blank,blank,blank
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,285",100%
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"3,162",96%
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,13,0%
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,110,3%
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,97,3%
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,13,0%
Nebraska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,73,2%
Nebraska,blank,blank,blank,blank
Nebraska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,126,NA
Nebraska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,18,NA
Nebraska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,114,NA
Nebraska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,94,NA
Nebraska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,20,NA
Nebraska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,91,NA
New Hampshire,blank,blank,blank,blank
New Hampshire,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"11,683",100%
